"Key","Meaning1","Meaning2","Meaning3","Meaning4","user_id"
"krutaghna","कृतघ्न","ungrateful","unthankful","",""
"krutadnya","कृतज्ञ","grateful","thankful","indebted",""
"krutadnyata","कृतज्ञता","gratefulness","gratitude","thankfulness",""
"krutartha","कृतार्थ","who has attained his purpose","successful","",""
"krutarthata","कृतार्थता","fulfilment","accomplishment","",""
"krutiyojana","कृतियोजना","a plan of action","action plan","",""
"krutishil","कृतिशील","action-oriented","","",""
"krutiswatantrya","कृतिस्वातंत्र्य","autonomy","freedom of action","",""
"kruti","कृती","an act","action plan","deed",""
"kruty","कृत्य","an act","deed","doing",""
"krutya","कृत्या","a virago","shrew","harpy",""
"krutrim","कृत्रिम","artificial","synthetic","manmade",""
"krupan","कृपण","miserly","niggardly","stingy",""
"krupaya","कृपया","please","kindly","",""
"krupa","कृपा","mercy","kindness","blessing",""
"krupachatra","कृपाछत्र","auspices","aegis","protection",""
"krupadrushti","कृपादुष्टी","favour","","",""
"krupavant","कृपावंत","kind","kind-hearted","merciful",""
"krumi","कृमी","a worm","maggot","",""
"krumi","कृश","emaciated","wasted","scrawny",""
"krushi","कृषी","agriculture","husbandry","",""
"krushival","कृषीवल","a farmer","husbandman","peasant",""
"krushna","कृष्ण","black","dark","",""
"krushnakrutya","कृष्णकृत्य","a misdeed","wrongdoing","",""
"krushnachaya","कृष्णछाया","gloom","gloominess","",""
"krushnadhaval","कृष्णधवल","monochrome","black and white","",""
"krushnavarniy","कृष्णवर्णीय","black","","",""
"krushnavivar","कृष्णविवर","black hole","","",""
"kekatane","केकाटणे","yell","yelp ","howl",""
"ketan","केतन","a flag","","",""
"kendra","केंद्र","centre","focus","hub",""
"kendravarti","केंद्रवर्ती","central","","",""
"kendrapasari","केंद्रापसारी","centrifugal","","",""
"kendrabhimukh","केंद्राभिमुख","centripetal","","",""
"kendriy","केंद्रीय","centred","focused","",""
"kendrikaran","केंद्रीकरण","centralisation","","",""
"kendrikrut","केंद्रीकृत","centralised","","",""
"kendrotsari","केंद्रोत्सारी","centrifugal","","",""
"ker","केर","dirt","dust","waste",""
"kerkachara","केरकचरा","rubbish","waste","trash",""
"kersuni","केरसुणी","a broom","","",""
"kevadha","केवढा","how","how much","how many",""
"keval","केवळ","mere","pure","sheer",""
"kevilvana","केविलवाणा","pathetic","piteous","pitiful",""
"kevha","केव्हा","when ?","what time ?","",""
"kesh","केश","a hair","","",""
"keshkartanalaya","केशकर्तनालय","a hairdresser's","","",""
"keshnalika","केशनलिका","a capillary","","",""
"keshbhusha","केशभूषा","hairstyle","hairdo","",""
"keshbhushakar","केशभूषाकार","a hairdresser","","",""
"keshar","केशर","saffron","","",""
"kesharachana","केशरचना","hairdo","hairstyle","",""
"kesharachanakar","केशरचनाकार","a hairdresser","","",""
"keshari","केशरी","saffron-coloured","saffron","orange",""
"keshavpan","केशवपन","tonsure","","",""
"keshavahini","केशवाहिनी","a capillary","","",""
"keshahin","केशहीन","hairless","","",""
"kes","केस","a hair","hair","a bristle",""
"kesari","केसरी","a lion","","",""
"kesaal","केसाळ","hairy","hirsute","stringy",""
"kel","केळ","a banana","","",""
"kaikeyi","कैकेयी","a shrew","virago","harpy",""
"kaichi","कैची","scissors","a pair of scissors","a fix",""
"kaid","कैद","captivity","imprisonment","incarceration",""
"kaidkhana","कैदखाना","a prison","jail","",""
"kaidashin","कैदाशीण","a harridan","shrew","virago",""
"kaidi","कैदी","a prisoner","a captive","",""
"kairi","कैरी","an unripe mango","","",""
"kailasvasi","कैलासवासी","the late","one's late","dead",""
"kaivar","कैवार","championship","advocacy","",""
"kaivari","कैवारी","a champion","defender","supporter",""
"kokane","कोकणे","to crow","","",""
"kokaru","कोकरू","a lamb","","",""
"kakalane","कोकलणे","to shout","","",""
"kakila","कोकिळा","cuckoo","","",""
"kot","कोट","a rampart","a coat","",""
"koti","कोटी","a pun","a play on words","ten million",""
"kotyadhish","कोट्यधीश","millionaire","a deca-millionaire","a millionaire",""
"kotyavadhi","कोटयवधी","crores of","millions of","",""
"kothadi","कोठडी","a room","cell","custody",""
"kothparyant","कोठपर्यंत","where ?","whither ?","anywhere",""
"kotha","कोठा","the stomach","cattleshed","storehouse",""
"kothar","कोठार","a depot","storage","",""
"kothun","कोठून","where ?","whither ?","anywhere",""
"kothe","कोठे","where ?","whither ?","anywhere",""
"kod","कोड","leprosy","","",""
"kodkautuk","कोडकौतुक","pampering","coddling","",""
"kodaga","कोडगा","incorrigible","hardened","shameless",""
"kondane","कोंडणे","to shut up","confine","lock up",""
"kondamara","कोंडमारा","blockade","soffocation","stifling",""
"konda","कोंडा","bran","dandruff","",""
"kondi","कोंडी","blockage","obstruction","fix",""
"kode","कोडे","a riddle","puzzle","mystery",""
"kon","कोण","who","","",""
"koni","कोणी","who","someone","anyone",""
"kotwali","कोतवाली","a police station","","",""
"kota","कोता","narrow","insular","narrowminded",""
"kothala","कोथळा","guts","innards","insides",""
"kothimbir","कोंथिबीर","coriander","","",""
"kondat","कोंदट","stuffy","airless","",""
"kondan","कोंदण","setting","socket","",""
"kon","कोन","angle","corner","",""
"konmapak","कोनमापक","a protractor","","",""
"konshila","कोनशिला","a cornerstone","","",""
"konada","कोनाडा","a niche","reces","",""
"koniy","कोनीय","angular","","",""
"kop","कोप","anger","wrath","ire",""
"kopar","कोपर","the elbow","","",""
"koparkhali","कोपरखळी","a jibe","gibe","dig",""
"kopra","कोपरा","a corner","nook","quiet place",""
"kopavine","कोपविणे","to incense","anger","enrage",""
"kopishta","कोपिष्ट","fiery","qucik-tempered","",""
"komb","कोंब","a bud","sprout","shoot",""
"kombada","कोंबडा","a cock","cockerel","",""
"kombadi","कोंबडी","a hen","","",""
"kombadipalan","कोंबडीपालन","poultry-farming","","",""
"kombane","कोंबाणे","to cram","to pack","stuff",""
"kobi","कोबी","cabbage","","",""
"komat","कोमट","lukewarm","tepid","",""
"komal","कोमल","tender","delicate","soft",""
"koma","कोमा","coma","","",""
"komajane","कोमाजने","to wither","wilt","fade",""
"koy","कोय","a stone","","",""
"koyata","कोयता","a scythe","sickle","",""
"kor","कोर","edge","border","",""
"korada","कोरडा","dry","a whip","",""
"korane","कोरणे","to carve","cut","chisel",""
"kora","कोरा","blank","untouched","unused",""
"koriv","कोरीव","carved","engraved","",""
"kort","कोर्ट","a court","lawcourt","",""
"kortkacheri","कोर्टकचेरी","litigation","","",""
"kolti","कोलती","a cinder","ember","glowing coal",""
"kolmadane","कोलमडणे","to break down","to give way","tumble down",""
"kalmadavine","कोलमडविणे","to upset","to throw into disorder","to turn topsy-turvy",""
"kolantudivane","कोलांटउडविणे","somer sault","","",""
"kolantudi","कोंलाटउडी","somer sault","","",""
"kolanti","कोलांटी","a somersault","","",""
"kolahal","कोलाहल","hubbub","uproar","tumult",""
"kolit","कोलीत","a cinder","ember","glowing coal",""
"kolha","कोल्हा","a fox","","",""
"kolhati","कोल्हाटी","a acrobat","","",""
"kolhi","कोल्ही","a vixen","","",""
"kolhekui","कोल्हेकुई","howling of a fox","","",""
"kovala","कोवळा","tender","soft","immature",""
"kosh","कोश","a dictionary","treasury","case",""
"koshkar","कोशकार","a lexicographer","","",""
"koshimbir","कोशींबीर","blind man's buff","","",""
"kosh","कोष","a dictionary","treasury","case",""
"koshagar","कोषागार","coffers","treasury","",""
